100112_at	28473.8	31085.6	65547	70918.3	65358.5	75687.9	62861.1	44148.4	58013.8	108060.3	101119.3	127193.3	106260.7	54769	73596.5	51478.2	33713.1	30474.5	
100113_s_at	3964.3	3611	4264.6	3455.5	2351	3460.6	6187.4	2023.5	3832.4	7529.3	6218.5	4493.5	4816	5104.8	4589.9	3776.2	2654	6193.5	
100115_at	4255.6	3857.8	3320.9	4700.7	4617.9	3277.5	3784.6	4217.7	3562.7	3107.7	3970.9	3355.5	2658	3042.5	3688.5	2881.6	2991	2735.2	
100116_at	10461.5	12695.6	9780.9	12496.5	3619.7	2013.1	4689.3	5298.2	13013	2472.7	8325.5	3655.3	7948.5	5758.5	5193.5	3229	2290.2	2107.5	
100117_at	75.7	69.1	192.3	97.3	87.4	53.2	117.6	84.2	84.1	171.1	56.5	108.4	73	51.4	103.2	68.4	307.6	239.3	
100120_at	1096	834.5	1697.5	1843.2	1472.6	5099.4	4726.9	633.7	1417.3	598.3	548.8	1577.8	623.7	856.9	930.5	1268.9	3416.9	5361.5	
100122_at	798.4	511.6	470.1	614.7	746.6	1153.5	1160	496	674.5	848.9	805.4	563.9	659.7	1073.6	1094.7	1816.2	2974	2495.5	
100123_f_at	62249.8	80934.9	62765.9	75624.4	49298.3	62277.8	59062.3	41670.5	50209.6	53335	54400.7	64662.3	58412.8	49486.3	48568.5	48712.8	42567	54325.3	
100124_r_at	14316.5	16497.9	15456.6	14613	14810.4	14763.2	15424.5	11782.6	12125.1	10033.6	9234.1	10855.8	9649.8	9608.9	11395.6	11315.1	11731.5	13394.8	
100125_at	1228.5	1598.1	1233.5	1844.4	894.1	615.8	822.4	2954.7	2321.8	1040.2	830.6	1340.7	889.6	902.3	1118.1	1463.5	1126.8	584.9	
100126_at	4881.3	5008.4	4896.4	4844.1	5443.2	5487.5	4404.7	4603.4	4538	4161.6	3642.4	4341.8	4843.7	5082.9	5653.8	5261.7	4691.2	3574.1	
100127_at	316.5	55.1	46.3	49	286.5	457.6	156.2	165.8	161.2	360.8	139.9	498.9	88.1	162.9	111.8	195.8	340	155.6	
100128_at	37558.6	43198.5	32399.1	33637.2	8956.4	6495.7	12961.5	10357.7	31568.4	6670	20443.3	12023.4	23679	18508.6	19122	8021.7	6342.3	10195.2	
100130_at	2860.4	2824	2518.2	1516.2	1989.3	1514.8	1040	1184.7	972.9	723.6	742.6	987.6	1051.4	1417	1201.1	779.1	1136.3	881.5	
100131_at	66.1	23.4	60.3	316.8	327.6	22.1	261.6	118.4	168.3	175.6	45.4	383.4	112.3	104.1	218.4	26	55.4	203	
100133_at	2374.4	2115.1	2151.6	1343.2	3480.5	2729	1510	2127.5	1588.9	1547.3	1387.5	1485.3	1883.5	2421.2	1994.5	3606.6	1738.9	1711	
100134_at	10077.1	12234.3	13533.8	9352.9	12883.8	10792	9504	7687.4	7875.9	5674.7	7926.2	7858.1	7504.7	7372.4	10323.7	10466.9	8112.8	8907.1	
100136_at	4858.7	5193.6	6128.1	4973.1	7368.2	11822.4	9527.8	7913.1	4017.4	19307.7	12604.2	13385.9	12491.4	10879.3	13494.9	11893.1	7974	16564.1	
100138_f_at	4448.3	5964.8	2674.8	3342.9	1859.7	1803.6	2038.3	2195.7	1806	2786.4	2344.2	1960.7	1858	1926.5	1929.1	1228.8	947.8	1484.1	
100139_at	128.8	46.4	132.9	108.4	182	92.8	136.3	83.4	50.2	49.5	75.5	73.8	147.5	106.4	61.8	101.7	255.5	33.8	
100141_at	549.2	639.3	227.1	614.4	725.4	469	351.5	366	369.8	754.9	425.8	722.1	473.7	441.4	489.4	489.5	470.9	521	
100142_at	4404.8	4577.7	3197.4	4106.5	3533.2	3369.8	2943.4	5340.8	4138.8	4494.8	3886.4	3684.6	3570.5	3519.2	3524.4	2725.4	2827.4	3062.9	
100143_at	85.6	118.8	121.9	261.9	111	77.9	117.1	141.7	116.5	156	69.2	301.4	101	84.7	283.2	124	254.1	88.1	
100144_at	32206.8	42211.5	32993.9	41670.2	29445.3	33876.8	30068.2	24015.7	28290.4	32187	36737	43836.6	42533.7	38686.7	27814	49991.4	50796.6	47735.2	
100147_at	412.9	651.2	681	664.9	759.7	585.7	282	645.6	552	363.3	536.3	535.6	253.5	875.4	548.5	361.1	175.4	599.6	
100148_at	2731.1	2252.3	2790.1	1750.3	1447.9	1470.6	1591.7	1632.9	2503.5	1206.3	2227	1283.2	1559.2	1607.3	1420.8	1253.2	1016.6	1952.3	
100149_at	239	107.2	322.1	24	81.2	117.4	230	116	195.7	114.7	52.1	171.8	116.7	36	82.7	227	51.5	206.8	
100150_f_at	26.9	129.6	25.8	24.3	99	12.8	19.2	22.4	21.8	47.3	73.3	71.2	27.6	44.5	16.8	40.3	48.3	18	
100151_at	12536.2	13209.6	13125.7	11880.3	13454.3	15944.3	15115.5	12613.9	13890.8	17284.6	19492.6	19956	21064	25382.1	19102.4	16393.1	12953.5	17991.5	
100152_at	125.8	284.6	218.8	78.3	301.9	121.3	102.3	55.8	143.4	380.2	39.9	53.7	231.9	575	101.7	246.9	73.9	145.2	
100153_at	3885.5	2853.8	3791.2	3256.7	4972.4	5468.3	3689.3	2521.2	3076.4	5336	6303.7	5362.5	5822.7	4467.3	5579.4	5030.5	4878.3	4344.8	
100154_at	11139.2	8373.6	13338.4	13835.6	9433.5	7539.1	8971.7	14504.2	14513.2	12661.1	11027.3	10801	11674.3	9148.5	10885.1	4521.7	2496.9	2832.2	
100155_at	8436.5	7102.4	7349.3	8639.1	10258.4	8382.6	12061.8	12532.3	10431.2	3860.7	4316	6654.1	4766	3884.1	4237.9	3365.3	1983.8	4358.2	
100156_at	14382.9	17640	17353.9	19003.8	9519.9	3136.9	5943.5	10878.8	18783.6	2284.1	5398.5	7857.5	8684	9129.2	8243.9	3634.8	4559.4	3919.8	
100213_f_at	252887	274174.9	279035.3	258001	195861.5	241151.6	224515.6	91580.6	154669	275850.3	249485.4	304734.9	274820.2	183212.1	441059.8	192433.7	256196.5	190484.3	
100225_f_at	2842.4	3011	2912.5	3306.6	1885.1	2168	2694.8	1738.2	2148.5	2506	2084.8	2269	1789.4	1883.7	3816.9	1904.9	1413.2	2449.6	
100272_at	58	78.2	54.6	52.3	78.5	367.1	100	50	109.2	58.5	84.8	25.4	76.4	182.6	116.6	34.6	137.1	218.1	
100277_at	1202.9	1074.9	1435.8	1043.2	1603.6	1653.2	1329.1	754.4	587.6	652.6	497.2	922.3	1003.5	1031.2	1308.3	1187.9	1774.1	1191.1	
100278_at	769.4	1144.2	1966.4	1146.5	688.7	1651.8	989.4	705	792.9	453.1	806.6	1102.2	1517.2	1271.2	489	1056	1149.1	1236.5	
100279_at	108.9	81.6	134	80.1	97	123.1	84.2	2000.6	1411.9	226.5	350.2	94.9	97.2	91.1	166.5	142.3	125	106.7	
100280_at	420.5	330.3	602.6	549.2	341.7	543.5	217.8	341.9	569.7	385.5	435.1	446.9	329.4	91.6	289.5	261.3	161.6	324.4	
100281_at	263.6	101.9	120.9	76.1	196.3	325	327.6	239.8	58.3	79.8	74.8	608.8	318.2	457.1	82.8	304.2	291	103.7	
100282_at	1057.8	1067.8	970.7	1417	827.4	695.7	1192.6	964	730.5	1458.5	1096.3	1713.4	1069.3	1168.8	1447.3	1313.6	800.1	922	
100283_at	129	38.6	110.5	76.8	125.9	127.6	138.4	64	178.2	173	232.8	92.5	55.4	113.9	135.8	176	122.6	83.9	
100284_at	102.5	37.6	89.2	50.9	58.9	416.6	68.9	28.9	45.3	64.2	79.4	80.8	62.6	63.1	234.6	45.8	107.2	45.5	
100285_at	40.2	47.2	63.2	38.9	58.2	30.9	39.6	57.7	67	55.2	38.2	66.3	62.1	32.6	120.3	66	70.4	79.9	
100286_at	309.7	210	330	129.7	438.6	312.8	126.5	59.1	244.1	151.3	159.7	385.2	67.9	76.7	139.9	95.2	138	273.9	
100287_at	330.1	120.7	259.2	240	334.4	227.8	174.3	408.8	82.5	328.8	631.4	218.2	300.9	353.4	522.3	226	364.9	62.8	
100289_at	3636	4418.8	4448.1	4474.2	5744.1	4302.3	3321.5	5377.9	4738.5	4160.4	4752.9	5205.4	4376.8	4275.6	5611.4	4542.3	5179.5	3894.5	
100290_f_at	1746.9	2047.5	2359.9	1690.7	612.1	573.4	1218.1	1021.2	1197.2	734.2	1014	1031.6	1208.2	1246.9	887.7	746.8	907.8	1153.1	
100291_at	109.4	728.4	118.2	510.4	232.3	452.7	480.6	937.7	1189.5	466.9	757.1	1208.2	1102.9	361.8	165.9	200.5	782.3	507.8	
100292_at	351.2	429.9	273.8	350.8	441.1	381.1	318.5	350	170.4	203.3	239.5	281.6	207.7	391.3	382.4	325.4	527.6	317.5	
100293_at	836.3	688	569.3	550.6	1072.4	805.6	468.6	824.8	778.9	433.8	770.2	1013.7	555.3	843.6	496.7	499	950.7	568.2	
100294_at	60	49.7	99.1	33.8	89.2	271.9	209.8	201.9	104.4	85.7	324.7	145.8	190.2	120.8	103.1	71.1	68.9	51	
100295_at	1577.1	1416.6	1097.9	1545.2	1217.4	1545.3	877.6	1881.8	1468.5	1231.1	1078.7	2015.8	1289	1912.8	1903.4	1326.6	1882	1529.1	
100296_at	379.2	1308.4	1494.7	1574.8	999.3	629.6	606.9	1275.4	397.8	580.1	637	1794.9	554.1	1253	564.6	859.4	1786.3	1004.9	
100297_at	3257.6	1741.2	2507.6	1732.2	2069.7	3033.1	2372.2	2482.9	2359.4	2965.3	2881.4	2112.6	3606	4247	1680.6	2468.3	2165.9	3843.7	
100298_at	1320.9	1377.5	1274.9	1577.2	1512	1599.5	746.8	1276.7	1004.7	506	1212.5	1617.6	1027.5	910.6	389.4	1681	707.3	1843.3	
100299_f_at	35	78.1	61.6	282.8	44.1	123.3	118.9	30.3	136.9	153.3	38.1	27.4	296.9	49.1	320.6	25.3	124.5	142	
100300_at	21	215.5	88.4	99.3	317	339.6	195.1	202.9	99.7	512.3	175.8	122.2	353.2	336.7	257.4	356.4	451.4	222.1	
100301_at	326.2	395.4	282.2	294.1	330.5	154.5	137.7	271.5	300.6	75	130	124.7	233.4	161.7	418.4	393.5	165.4	160	
100302_at	615.9	264.1	152.4	78.9	297.5	461.4	600.1	570.8	689.1	363.3	324.6	737.1	386	437.3	605.9	53.7	359.4	700.4	
100303_at	119.1	152.8	184	100.7	149.6	548.2	582.9	332.1	104.1	120	209.1	128.8	405.9	88.6	353.6	286.1	552.1	386.7	
100304_at	1191.4	1047	1400.9	1237.7	1453.8	1206.7	1299.1	1500.1	1425.5	1358.8	855.6	1056.3	1344.3	1219.2	1553	1219.7	1569.3	986.6	
100305_g_at	314	1156.5	1443.1	1007.9	1517.4	2710.8	1091.1	1146.2	1610.8	1299.1	1535.7	2586.4	1780.3	946.2	388.7	1384	1385.1	1103.7	
100306_at	509.2	875.9	571.1	385.6	274.6	675.1	627.6	456.2	452.5	450.5	526.6	709.2	395.5	535.1	368.9	377.6	586.2	647.3	
100307_at	4138.4	2297.5	2073	2582.4	2255.3	2350.9	2449.1	8330.6	5628	1980.1	3043.1	2009.6	2103	2025.9	2767.5	1870.5	1283.3	1263.8	
100308_at	436	455.5	913.7	105.1	385.6	680.4	577.7	495.2	271.8	105.1	354.4	280.4	168.4	268.1	203.3	418.6	576.5	468.6	
100309_at	30.9	20.9	49.4	48.8	91.7	67.5	32.8	40.8	55.7	46.6	49.6	382.6	58.8	42.5	68.5	33.6	52.5	71	
100311_f_at	67.9	320.7	55	49.9	31.3	49.3	117.6	46.2	75.6	211.9	46.2	175.7	56.6	69.7	311.5	114.1	60.3	78.3	
100313_at	72.2	129.5	64.2	298.1	253.8	214.4	190.9	155.8	90.5	33.8	131.2	180.5	47.6	197.1	253.4	79.3	473.8	17.6	
100314_f_at	151.1	75.9	192.4	250.4	76	183.3	71.5	93.4	65.7	88.2	72.2	50.5	195.3	50.4	84.4	83.5	64.3	59.9	
100315_at	111.9	238.6	163.7	106.1	634.5	588.6	288.8	248.4	226.5	265.5	144.3	625.8	215.2	90.2	92.9	276.8	725.1	203	
100317_at	288.2	139.2	364.4	111.9	153.8	108.8	120.4	235	52.1	292.7	90	219.9	320.7	317.8	314.3	364.7	110.2	138.2	
100318_at	998.3	1036.9	1202.3	777	1437.6	1160.6	676.8	1784	747.8	1100	1520.6	1293.3	1023.1	928.2	1211	1130.1	1917.6	881.1	
100319_at	50.9	225.5	34.4	244.7	512.2	85.6	175	83.4	70.2	137	307.1	125.2	23.5	84	58.3	34.7	223	171.8	
100320_at	61.3	275.8	169	211.4	55.8	78.5	234.9	326.4	246	30.3	50.8	73.2	50.8	143.5	182	210.2	267.7	75.8	
100321_f_at	224.3	179.7	344.6	215.4	245.1	397.2	168.1	346.7	363.7	262.3	447.2	362.4	280.6	238.5	289.9	190.5	439.5	380.2	
100322_at	145.1	284.7	452.6	474.9	411.5	340.6	176.5	279	511.9	305.3	199	467.9	426.3	413.6	567.4	196.9	150.4	521.3	
100323_at	8794.3	11499.7	9667.5	10679.6	7163.8	6157.6	4468	7699.9	10070.8	6173.8	5200.3	5712.8	5846.5	6761.5	3575.9	8431.7	6824.6	4746.6	
100324_g_at	1439.9	1052.4	1349	1123.1	1319	1073.4	1317.2	1078.8	1278.2	600.4	817.7	1154.2	861.3	769.6	454.6	1077.3	765.7	429.5	
